ImageID, Label, k, Distance, Accuracy
232,8,5,Euclidian,97%
233,9,5,Euclidian,97%
234,8,5,Euclidian,97%
235,0,5,Euclidian,97%
236,8,5,Euclidian,97%
237,7,5,Euclidian,97%
238,1,5,Euclidian,97%
239,2,5,Euclidian,97%
240,7,5,Euclidian,97%
241,2,5,Euclidian,97%
242,7,5,Euclidian,97%
243,1,5,Euclidian,97%
244,7,5,Euclidian,97%
245,5,5,Euclidian,97%
246,2,5,Euclidian,97%
247,3,5,Euclidian,97%
248,5,5,Euclidian,97%
249,5,5,Euclidian,97%
250,4,5,Euclidian,97%
251,0,5,Euclidian,97%
252,0,5,Euclidian,97%
253,1,5,Euclidian,97%
254,7,5,Euclidian,97%
255,3,5,Euclidian,97%
256,7,5,Euclidian,97%
257,4,5,Euclidian,97%
258,2,5,Euclidian,97%
259,6,5,Euclidian,97%
260,2,5,Euclidian,97%
261,8,5,Euclidian,97%
262,9,5,Euclidian,97%
263,9,5,Euclidian,97%
264,4,5,Euclidian,97%
265,8,5,Euclidian,97%
266,3,5,Euclidian,97%
267,9,5,Euclidian,97%
268,2,5,Euclidian,97%
269,5,5,Euclidian,97%
270,9,5,Euclidian,97%
271,5,5,Euclidian,97%
272,7,5,Euclidian,97%
273,1,5,Euclidian,97%
274,5,5,Euclidian,97%
275,1,5,Euclidian,97%
276,8,5,Euclidian,97%
277,8,5,Euclidian,97%
278,6,5,Euclidian,97%
279,8,5,Euclidian,97%
280,7,5,Euclidian,97%
281,3,5,Euclidian,97%
282,1,5,Euclidian,97%
283,6,5,Euclidian,97%
284,6,5,Euclidian,97%
285,8,5,Euclidian,97%
286,9,5,Euclidian,97%
287,7,5,Euclidian,97%
288,4,5,Euclidian,97%
289,4,5,Euclidian,97%
290,0,5,Euclidian,97%
291,4,5,Euclidian,97%
292,3,5,Euclidian,97%
293,7,5,Euclidian,97%
294,9,5,Euclidian,97%
295,2,5,Euclidian,97%
296,9,5,Euclidian,97%
297,4,5,Euclidian,97%
298,4,5,Euclidian,97%
299,4,5,Euclidian,97%
300,8,5,Euclidian,97%
301,1,5,Euclidian,97%
302,5,5,Euclidian,97%
303,5,5,Euclidian,97%
304,7,5,Euclidian,97%
305,8,5,Euclidian,97%
306,4,5,Euclidian,97%
307,5,5,Euclidian,97%
308,7,5,Euclidian,97%
309,1,5,Euclidian,97%
310,3,5,Euclidian,97%
311,3,5,Euclidian,97%
312,8,5,Euclidian,97%
313,0,5,Euclidian,97%
314,8,5,Euclidian,97%
315,6,5,Euclidian,97%
316,6,5,Euclidian,97%
317,7,5,Euclidian,97%
318,2,5,Euclidian,97%
319,3,5,Euclidian,97%
320,7,5,Euclidian,97%
321,5,5,Euclidian,97%
322,5,5,Euclidian,97%
323,3,5,Euclidian,97%
324,5,5,Euclidian,97%
325,6,5,Euclidian,97%
326,4,5,Euclidian,97%
327,3,5,Euclidian,97%
328,9,5,Euclidian,97%
329,6,5,Euclidian,97%
330,8,5,Euclidian,97%
331,4,5,Euclidian,97%
332,6,5,Euclidian,97%
333,4,5,Euclidian,97%
334,1,5,Euclidian,97%
335,4,5,Euclidian,97%
336,2,5,Euclidian,97%
337,5,5,Euclidian,97%
338,1,5,Euclidian,97%
339,9,5,Euclidian,97%
340,5,5,Euclidian,97%
341,9,5,Euclidian,97%
342,8,5,Euclidian,97%
343,2,5,Euclidian,97%
344,5,5,Euclidian,97%
345,1,5,Euclidian,97%
346,0,5,Euclidian,97%
347,7,5,Euclidian,97%
348,2,5,Euclidian,97%
349,4,5,Euclidian,97%
350,0,5,Euclidian,97%
351,7,5,Euclidian,97%
352,6,5,Euclidian,97%
353,8,5,Euclidian,97%
354,2,5,Euclidian,97%
355,8,5,Euclidian,97%
356,8,5,Euclidian,97%
357,1,5,Euclidian,97%
358,7,5,Euclidian,97%
359,9,5,Euclidian,97%
360,2,5,Euclidian,97%
361,6,5,Euclidian,97%
362,1,5,Euclidian,97%
363,4,5,Euclidian,97%
364,9,5,Euclidian,97%
365,2,5,Euclidian,97%
366,6,5,Euclidian,97%
367,5,5,Euclidian,97%
368,2,5,Euclidian,97%
369,4,5,Euclidian,97%
370,1,5,Euclidian,97%
371,4,5,Euclidian,97%
372,5,5,Euclidian,97%
373,1,5,Euclidian,97%
374,1,5,Euclidian,97%
375,3,5,Euclidian,97%
376,1,5,Euclidian,97%
377,6,5,Euclidian,97%
378,5,5,Euclidian,97%
379,4,5,Euclidian,97%
380,8,5,Euclidian,97%
381,9,5,Euclidian,97%
382,0,5,Euclidian,97%
383,6,5,Euclidian,97%
384,1,5,Euclidian,97%
385,0,5,Euclidian,97%
386,5,5,Euclidian,97%
387,4,5,Euclidian,97%
388,5,5,Euclidian,97%
389,0,5,Euclidian,97%
390,6,5,Euclidian,97%
391,4,5,Euclidian,97%
392,6,5,Euclidian,97%
393,2,5,Euclidian,97%
394,8,5,Euclidian,97%
395,7,5,Euclidian,97%
396,3,5,Euclidian,97%
397,1,5,Euclidian,97%
398,1,5,Euclidian,97%
399,5,5,Euclidian,97%
400,9,5,Euclidian,97%
401,7,5,Euclidian,97%
402,2,5,Euclidian,97%
403,6,5,Euclidian,97%
404,0,5,Euclidian,97%
405,1,5,Euclidian,97%
406,4,5,Euclidian,97%
407,3,5,Euclidian,97%
408,7,5,Euclidian,97%
409,2,5,Euclidian,97%
410,2,5,Euclidian,97%
411,7,5,Euclidian,97%
412,3,5,Euclidian,97%
413,2,5,Euclidian,97%
414,9,5,Euclidian,97%
415,7,5,Euclidian,97%
416,4,5,Euclidian,97%
417,7,5,Euclidian,97%
418,4,5,Euclidian,97%
419,3,5,Euclidian,97%
420,8,5,Euclidian,97%
421,2,5,Euclidian,97%
422,8,5,Euclidian,97%
423,7,5,Euclidian,97%
424,6,5,Euclidian,97%
425,8,5,Euclidian,97%
426,0,5,Euclidian,97%
427,9,5,Euclidian,97%
428,2,5,Euclidian,97%
429,0,5,Euclidian,97%
430,8,5,Euclidian,97%
431,5,5,Euclidian,97%
432,7,5,Euclidian,97%
433,3,5,Euclidian,97%
434,7,5,Euclidian,97%
435,2,5,Euclidian,97%
436,6,5,Euclidian,97%
437,2,5,Euclidian,97%
438,5,5,Euclidian,97%
439,8,5,Euclidian,97%
440,3,5,Euclidian,97%
441,2,5,Euclidian,97%
442,8,5,Euclidian,97%
443,0,5,Euclidian,97%
444,1,5,Euclidian,97%
445,8,5,Euclidian,97%
446,9,5,Euclidian,97%
447,8,5,Euclidian,97%
448,5,5,Euclidian,97%
449,7,5,Euclidian,97%
450,6,5,Euclidian,97%
451,0,5,Euclidian,97%
452,6,5,Euclidian,97%
453,7,5,Euclidian,97%
454,4,5,Euclidian,97%
455,0,5,Euclidian,97%
456,2,5,Euclidian,97%
457,4,5,Euclidian,97%
458,6,5,Euclidian,97%
459,9,5,Euclidian,97%
460,5,5,Euclidian,97%
461,6,5,Euclidian,97%
462,9,5,Euclidian,97%
463,1,5,Euclidian,97%
464,3,5,Euclidian,97%
465,0,5,Euclidian,97%
466,8,5,Euclidian,97%
467,0,5,Euclidian,97%
468,2,5,Euclidian,97%
469,5,5,Euclidian,97%
470,4,5,Euclidian,97%
471,9,5,Euclidian,97%
472,9,5,Euclidian,97%
473,4,5,Euclidian,97%
474,5,5,Euclidian,97%
475,7,5,Euclidian,97%
476,4,5,Euclidian,97%
477,6,5,Euclidian,97%
478,1,5,Euclidian,97%
479,6,5,Euclidian,97%
480,4,5,Euclidian,97%
481,0,5,Euclidian,97%
482,2,5,Euclidian,97%
483,7,5,Euclidian,97%
484,1,5,Euclidian,97%
485,4,5,Euclidian,97%
486,3,5,Euclidian,97%
487,9,5,Euclidian,97%
488,4,5,Euclidian,97%
489,3,5,Euclidian,97%
490,7,5,Euclidian,97%
491,1,5,Euclidian,97%
492,7,5,Euclidian,97%
493,9,5,Euclidian,97%
494,5,5,Euclidian,97%
495,4,5,Euclidian,97%
496,8,5,Euclidian,97%
497,1,5,Euclidian,97%
498,9,5,Euclidian,97%
499,4,5,Euclidian,97%
500,9,5,Euclidian,97%
501,1,5,Euclidian,97%
502,5,5,Euclidian,97%
503,5,5,Euclidian,97%
504,0,5,Euclidian,97%
505,7,5,Euclidian,97%
506,2,5,Euclidian,97%
507,0,5,Euclidian,97%
508,4,5,Euclidian,97%
509,0,5,Euclidian,97%
510,8,5,Euclidian,97%
511,2,5,Euclidian,97%
512,6,5,Euclidian,97%
513,6,5,Euclidian,97%
514,3,5,Euclidian,97%
515,8,5,Euclidian,97%
516,4,5,Euclidian,97%
517,3,5,Euclidian,97%
518,0,5,Euclidian,97%
519,9,5,Euclidian,97%
520,6,5,Euclidian,97%
521,3,5,Euclidian,97%
522,6,5,Euclidian,97%
523,1,5,Euclidian,97%
524,7,5,Euclidian,97%
525,7,5,Euclidian,97%
526,9,5,Euclidian,97%
527,9,5,Euclidian,97%
528,2,5,Euclidian,97%
529,4,5,Euclidian,97%
530,4,5,Euclidian,97%
531,1,5,Euclidian,97%
532,0,5,Euclidian,97%
533,7,5,Euclidian,97%
534,7,5,Euclidian,97%
535,8,5,Euclidian,97%
536,8,5,Euclidian,97%
537,5,5,Euclidian,97%
538,2,5,Euclidian,97%
539,0,5,Euclidian,97%
540,3,5,Euclidian,97%
541,2,5,Euclidian,97%
542,6,5,Euclidian,97%
543,5,5,Euclidian,97%
544,5,5,Euclidian,97%
545,2,5,Euclidian,97%
546,9,5,Euclidian,97%
547,9,5,Euclidian,97%
548,1,5,Euclidian,97%
549,4,5,Euclidian,97%
550,7,5,Euclidian,97%
551,3,5,Euclidian,97%
552,8,5,Euclidian,97%
553,6,5,Euclidian,97%
554,0,5,Euclidian,97%
555,9,5,Euclidian,97%
556,0,5,Euclidian,97%
557,8,5,Euclidian,97%
558,1,5,Euclidian,97%
559,7,5,Euclidian,97%
560,7,5,Euclidian,97%
561,9,5,Euclidian,97%
562,3,5,Euclidian,97%
563,0,5,Euclidian,97%
564,0,5,Euclidian,97%
565,3,5,Euclidian,97%
566,5,5,Euclidian,97%
567,9,5,Euclidian,97%
568,4,5,Euclidian,97%
569,3,5,Euclidian,97%
570,8,5,Euclidian,97%
571,5,5,Euclidian,97%
572,1,5,Euclidian,97%
573,3,5,Euclidian,97%
574,8,5,Euclidian,97%
575,7,5,Euclidian,97%
576,7,5,Euclidian,97%
577,3,5,Euclidian,97%
578,2,5,Euclidian,97%
579,6,5,Euclidian,97%
580,6,5,Euclidian,97%
581,7,5,Euclidian,97%
582,4,5,Euclidian,97%
583,2,5,Euclidian,97%
584,9,5,Euclidian,97%
585,5,5,Euclidian,97%
586,9,5,Euclidian,97%
587,8,5,Euclidian,97%
588,1,5,Euclidian,97%
589,7,5,Euclidian,97%
590,1,5,Euclidian,97%
591,5,5,Euclidian,97%
592,3,5,Euclidian,97%
593,8,5,Euclidian,97%
594,7,5,Euclidian,97%
595,5,5,Euclidian,97%
596,1,5,Euclidian,97%
597,0,5,Euclidian,97%
598,7,5,Euclidian,97%
599,4,5,Euclidian,97%
600,3,5,Euclidian,97%
601,5,5,Euclidian,97%
602,8,5,Euclidian,97%
603,1,5,Euclidian,97%
604,1,5,Euclidian,97%
605,0,5,Euclidian,97%
606,4,5,Euclidian,97%
607,6,5,Euclidian,97%
608,8,5,Euclidian,97%
609,3,5,Euclidian,97%
610,8,5,Euclidian,97%
611,0,5,Euclidian,97%
612,6,5,Euclidian,97%
613,2,5,Euclidian,97%
614,2,5,Euclidian,97%
615,8,5,Euclidian,97%
616,9,5,Euclidian,97%
617,2,5,Euclidian,97%
618,3,5,Euclidian,97%
619,3,5,Euclidian,97%
620,1,5,Euclidian,97%
621,2,5,Euclidian,97%
622,1,5,Euclidian,97%
623,2,5,Euclidian,97%
624,2,5,Euclidian,97%
625,7,5,Euclidian,97%
626,8,5,Euclidian,97%
627,2,5,Euclidian,97%
628,7,5,Euclidian,97%
629,3,5,Euclidian,97%
630,0,5,Euclidian,97%
631,0,5,Euclidian,97%
632,9,5,Euclidian,97%
633,3,5,Euclidian,97%
634,9,5,Euclidian,97%
635,1,5,Euclidian,97%
636,7,5,Euclidian,97%
637,6,5,Euclidian,97%
638,6,5,Euclidian,97%
639,6,5,Euclidian,97%
640,8,5,Euclidian,97%
641,7,5,Euclidian,97%
642,8,5,Euclidian,97%
643,5,5,Euclidian,97%
644,2,5,Euclidian,97%
645,0,5,Euclidian,97%
646,9,5,Euclidian,97%
647,2,5,Euclidian,97%
648,2,5,Euclidian,97%
649,9,5,Euclidian,97%
650,8,5,Euclidian,97%
651,3,5,Euclidian,97%
652,1,5,Euclidian,97%
653,1,5,Euclidian,97%
654,2,5,Euclidian,97%
655,6,5,Euclidian,97%
656,3,5,Euclidian,97%
657,1,5,Euclidian,97%
658,8,5,Euclidian,97%
659,3,5,Euclidian,97%
660,2,5,Euclidian,97%
661,9,5,Euclidian,97%
662,7,5,Euclidian,97%
663,9,5,Euclidian,97%
664,7,5,Euclidian,97%
665,9,5,Euclidian,97%
666,0,5,Euclidian,97%
667,0,5,Euclidian,97%
668,5,5,Euclidian,97%
669,3,5,Euclidian,97%
670,9,5,Euclidian,97%
671,4,5,Euclidian,97%
672,8,5,Euclidian,97%
673,3,5,Euclidian,97%
674,6,5,Euclidian,97%
675,2,5,Euclidian,97%
676,3,5,Euclidian,97%
677,9,5,Euclidian,97%
678,9,5,Euclidian,97%
679,5,5,Euclidian,97%
680,7,5,Euclidian,97%
681,1,5,Euclidian,97%
682,2,5,Euclidian,97%
683,5,5,Euclidian,97%
684,7,5,Euclidian,97%
685,7,5,Euclidian,97%
686,6,5,Euclidian,97%
687,1,5,Euclidian,97%
688,1,5,Euclidian,97%
689,6,5,Euclidian,97%
690,1,5,Euclidian,97%
691,3,5,Euclidian,97%
692,1,5,Euclidian,97%
693,7,5,Euclidian,97%
694,3,5,Euclidian,97%
695,6,5,Euclidian,97%
696,7,5,Euclidian,97%
697,6,5,Euclidian,97%
698,8,5,Euclidian,97%
699,6,5,Euclidian,97%
700,5,5,Euclidian,97%
701,8,5,Euclidian,97%
702,2,5,Euclidian,97%
703,0,5,Euclidian,97%
704,4,5,Euclidian,97%
705,0,5,Euclidian,97%
706,2,5,Euclidian,97%
707,6,5,Euclidian,97%
708,3,5,Euclidian,97%
709,6,5,Euclidian,97%
710,6,5,Euclidian,97%
711,2,5,Euclidian,97%
712,0,5,Euclidian,97%
713,7,5,Euclidian,97%
714,0,5,Euclidian,97%
715,3,5,Euclidian,97%
716,3,5,Euclidian,97%
717,7,5,Euclidian,97%
718,3,5,Euclidian,97%
719,7,5,Euclidian,97%
720,3,5,Euclidian,97%
721,3,5,Euclidian,97%
722,1,5,Euclidian,97%
723,4,5,Euclidian,97%
724,0,5,Euclidian,97%
725,3,5,Euclidian,97%
726,5,5,Euclidian,97%
727,6,5,Euclidian,97%
728,1,5,Euclidian,97%
729,3,5,Euclidian,97%
730,0,5,Euclidian,97%
731,0,5,Euclidian,97%
732,0,5,Euclidian,97%
733,6,5,Euclidian,97%
734,0,5,Euclidian,97%
735,0,5,Euclidian,97%
736,4,5,Euclidian,97%
737,0,5,Euclidian,97%
738,7,5,Euclidian,97%
739,8,5,Euclidian,97%
740,6,5,Euclidian,97%
741,7,5,Euclidian,97%
742,6,5,Euclidian,97%
743,4,5,Euclidian,97%
744,6,5,Euclidian,97%
745,2,5,Euclidian,97%
746,4,5,Euclidian,97%
747,1,5,Euclidian,97%
748,1,5,Euclidian,97%
749,2,5,Euclidian,97%
750,3,5,Euclidian,97%
751,0,5,Euclidian,97%
752,0,5,Euclidian,97%
753,1,5,Euclidian,97%
754,7,5,Euclidian,97%
755,2,5,Euclidian,97%
756,0,5,Euclidian,97%
757,9,5,Euclidian,97%
758,3,5,Euclidian,97%
759,5,5,Euclidian,97%
760,3,5,Euclidian,97%
761,8,5,Euclidian,97%
762,7,5,Euclidian,97%
763,8,5,Euclidian,97%
764,7,5,Euclidian,97%
765,1,5,Euclidian,97%
766,8,5,Euclidian,97%
767,9,5,Euclidian,97%
768,2,5,Euclidian,97%
769,6,5,Euclidian,97%
770,8,5,Euclidian,97%
771,7,5,Euclidian,97%
772,8,5,Euclidian,97%
773,6,5,Euclidian,97%
774,9,5,Euclidian,97%
775,0,5,Euclidian,97%
776,1,5,Euclidian,97%
777,6,5,Euclidian,97%
778,1,5,Euclidian,97%
779,3,5,Euclidian,97%
780,5,5,Euclidian,97%
781,0,5,Euclidian,97%
782,4,5,Euclidian,97%
783,4,5,Euclidian,97%
784,5,5,Euclidian,97%
785,1,5,Euclidian,97%
786,9,5,Euclidian,97%
787,6,5,Euclidian,97%
788,4,5,Euclidian,97%
789,9,5,Euclidian,97%
790,9,5,Euclidian,97%
791,7,5,Euclidian,97%
792,2,5,Euclidian,97%
793,4,5,Euclidian,97%
794,1,5,Euclidian,97%
795,6,5,Euclidian,97%
796,9,5,Euclidian,97%
797,8,5,Euclidian,97%
798,0,5,Euclidian,97%
799,2,5,Euclidian,97%
800,0,5,Euclidian,97%
801,5,5,Euclidian,97%
802,0,5,Euclidian,97%
803,9,5,Euclidian,97%
804,1,5,Euclidian,97%
805,0,5,Euclidian,97%
806,0,5,Euclidian,97%
807,5,5,Euclidian,97%
808,7,5,Euclidian,97%
809,4,5,Euclidian,97%
810,9,5,Euclidian,97%
811,7,5,Euclidian,97%
812,0,5,Euclidian,97%
813,1,5,Euclidian,97%
814,6,5,Euclidian,97%
815,7,5,Euclidian,97%
816,9,5,Euclidian,97%
817,5,5,Euclidian,97%
818,8,5,Euclidian,97%
819,7,5,Euclidian,97%
820,0,5,Euclidian,97%
821,7,5,Euclidian,97%
822,2,5,Euclidian,97%
823,0,5,Euclidian,97%
824,2,5,Euclidian,97%
825,7,5,Euclidian,97%
826,5,5,Euclidian,97%
827,2,5,Euclidian,97%
828,3,5,Euclidian,97%
829,7,5,Euclidian,97%
830,2,5,Euclidian,97%
831,5,5,Euclidian,97%
832,9,5,Euclidian,97%
833,2,5,Euclidian,97%
834,1,5,Euclidian,97%
835,4,5,Euclidian,97%
836,6,5,Euclidian,97%
837,6,5,Euclidian,97%
838,1,5,Euclidian,97%
839,6,5,Euclidian,97%
840,8,5,Euclidian,97%
841,1,5,Euclidian,97%
842,9,5,Euclidian,97%
843,2,5,Euclidian,97%
844,1,5,Euclidian,97%
845,7,5,Euclidian,97%
846,2,5,Euclidian,97%
847,1,5,Euclidian,97%
848,1,5,Euclidian,97%
849,5,5,Euclidian,97%
850,3,5,Euclidian,97%
851,5,5,Euclidian,97%
852,7,5,Euclidian,97%
853,6,5,Euclidian,97%
854,1,5,Euclidian,97%
855,1,5,Euclidian,97%
856,0,5,Euclidian,97%
857,9,5,Euclidian,97%
858,3,5,Euclidian,97%
859,5,5,Euclidian,97%
860,1,5,Euclidian,97%
861,5,5,Euclidian,97%
862,9,5,Euclidian,97%
863,8,5,Euclidian,97%
864,5,5,Euclidian,97%
865,3,5,Euclidian,97%
866,8,5,Euclidian,97%
867,7,5,Euclidian,97%
868,9,5,Euclidian,97%
869,1,5,Euclidian,97%
870,1,5,Euclidian,97%
871,5,5,Euclidian,97%
872,7,5,Euclidian,97%
873,9,5,Euclidian,97%
874,4,5,Euclidian,97%
875,2,5,Euclidian,97%
876,5,5,Euclidian,97%
877,6,5,Euclidian,97%
878,9,5,Euclidian,97%
879,9,5,Euclidian,97%
880,0,5,Euclidian,97%
881,2,5,Euclidian,97%
882,8,5,Euclidian,97%
883,6,5,Euclidian,97%
884,7,5,Euclidian,97%
885,4,5,Euclidian,97%
886,7,5,Euclidian,97%
887,3,5,Euclidian,97%
888,6,5,Euclidian,97%
889,3,5,Euclidian,97%
890,8,5,Euclidian,97%
891,9,5,Euclidian,97%
892,9,5,Euclidian,97%
893,8,5,Euclidian,97%
894,7,5,Euclidian,97%
895,1,5,Euclidian,97%
896,3,5,Euclidian,97%
897,5,5,Euclidian,97%
898,1,5,Euclidian,97%
899,4,5,Euclidian,97%
900,3,5,Euclidian,97%
901,4,5,Euclidian,97%
902,4,5,Euclidian,97%
903,3,5,Euclidian,97%
904,9,5,Euclidian,97%
905,9,5,Euclidian,97%
906,1,5,Euclidian,97%
907,6,5,Euclidian,97%
908,4,5,Euclidian,97%
909,6,5,Euclidian,97%
910,4,5,Euclidian,97%
911,8,5,Euclidian,97%
912,7,5,Euclidian,97%
913,1,5,Euclidian,97%
914,2,5,Euclidian,97%
915,8,5,Euclidian,97%
916,1,5,Euclidian,97%
917,6,5,Euclidian,97%
918,9,5,Euclidian,97%
919,2,5,Euclidian,97%
920,7,5,Euclidian,97%
921,3,5,Euclidian,97%
922,7,5,Euclidian,97%
923,9,5,Euclidian,97%
924,8,5,Euclidian,97%
925,0,5,Euclidian,97%
926,1,5,Euclidian,97%
927,8,5,Euclidian,97%
928,7,5,Euclidian,97%
929,3,5,Euclidian,97%
930,5,5,Euclidian,97%
