ImageID, Label, k, Distance, Accuracy
74,0,10,Euclidian,96%
75,7,10,Euclidian,96%
76,3,10,Euclidian,96%
77,9,10,Euclidian,96%
78,7,10,Euclidian,96%
79,5,10,Euclidian,96%
80,8,10,Euclidian,96%
81,6,10,Euclidian,96%
82,7,10,Euclidian,96%
83,0,10,Euclidian,96%
84,5,10,Euclidian,96%
85,7,10,Euclidian,96%
86,3,10,Euclidian,96%
87,4,10,Euclidian,96%
88,4,10,Euclidian,96%
89,7,10,Euclidian,96%
90,9,10,Euclidian,96%
91,1,10,Euclidian,96%
92,8,10,Euclidian,96%
93,1,10,Euclidian,96%
94,0,10,Euclidian,96%
95,3,10,Euclidian,96%
96,3,10,Euclidian,96%
97,3,10,Euclidian,96%
98,4,10,Euclidian,96%
99,6,10,Euclidian,96%
100,4,10,Euclidian,96%
101,1,10,Euclidian,96%
102,9,10,Euclidian,96%
103,9,10,Euclidian,96%
104,8,10,Euclidian,96%
105,7,10,Euclidian,96%
106,0,10,Euclidian,96%
107,3,10,Euclidian,96%
108,7,10,Euclidian,96%
109,1,10,Euclidian,96%
110,9,10,Euclidian,96%
111,9,10,Euclidian,96%
112,5,10,Euclidian,96%
113,7,10,Euclidian,96%
114,9,10,Euclidian,96%
115,5,10,Euclidian,96%
116,4,10,Euclidian,96%
117,4,10,Euclidian,96%
118,6,10,Euclidian,96%
119,9,10,Euclidian,96%
120,3,10,Euclidian,96%
121,7,10,Euclidian,96%
122,8,10,Euclidian,96%
123,1,10,Euclidian,96%
124,5,10,Euclidian,96%
125,9,10,Euclidian,96%
126,1,10,Euclidian,96%
127,1,10,Euclidian,96%
128,1,10,Euclidian,96%
129,3,10,Euclidian,96%
130,9,10,Euclidian,96%
131,5,10,Euclidian,96%
132,4,10,Euclidian,96%
133,2,10,Euclidian,96%
134,1,10,Euclidian,96%
135,9,10,Euclidian,96%
136,2,10,Euclidian,96%
137,0,10,Euclidian,96%
138,0,10,Euclidian,96%
139,0,10,Euclidian,96%
140,6,10,Euclidian,96%
141,9,10,Euclidian,96%
142,7,10,Euclidian,96%
143,9,10,Euclidian,96%
144,5,10,Euclidian,96%
145,9,10,Euclidian,96%
146,1,10,Euclidian,96%
147,5,10,Euclidian,96%
148,7,10,Euclidian,96%
149,4,10,Euclidian,96%
150,1,10,Euclidian,96%
151,4,10,Euclidian,96%
152,0,10,Euclidian,96%
153,2,10,Euclidian,96%
154,9,10,Euclidian,96%
155,8,10,Euclidian,96%
156,3,10,Euclidian,96%
157,9,10,Euclidian,96%
158,2,10,Euclidian,96%
159,3,10,Euclidian,96%
160,3,10,Euclidian,96%
161,6,10,Euclidian,96%
162,9,10,Euclidian,96%
163,2,10,Euclidian,96%
164,5,10,Euclidian,96%
165,0,10,Euclidian,96%
166,5,10,Euclidian,96%
167,6,10,Euclidian,96%
168,4,10,Euclidian,96%
169,2,10,Euclidian,96%
170,6,10,Euclidian,96%
171,1,10,Euclidian,96%
172,0,10,Euclidian,96%
173,4,10,Euclidian,96%
174,2,10,Euclidian,96%
175,1,10,Euclidian,96%
176,5,10,Euclidian,96%
177,8,10,Euclidian,96%
178,2,10,Euclidian,96%
179,8,10,Euclidian,96%
180,5,10,Euclidian,96%
181,0,10,Euclidian,96%
182,2,10,Euclidian,96%
183,6,10,Euclidian,96%
184,7,10,Euclidian,96%
185,0,10,Euclidian,96%
186,1,10,Euclidian,96%
187,5,10,Euclidian,96%
188,3,10,Euclidian,96%
189,4,10,Euclidian,96%
190,7,10,Euclidian,96%
191,9,10,Euclidian,96%
192,4,10,Euclidian,96%
193,5,10,Euclidian,96%
194,7,10,Euclidian,96%
195,7,10,Euclidian,96%
196,1,10,Euclidian,96%
197,3,10,Euclidian,96%
198,7,10,Euclidian,96%
199,4,10,Euclidian,96%
200,0,10,Euclidian,96%
201,0,10,Euclidian,96%
202,2,10,Euclidian,96%
203,6,10,Euclidian,96%
204,9,10,Euclidian,96%
205,0,10,Euclidian,96%
206,7,10,Euclidian,96%
207,6,10,Euclidian,96%
208,1,10,Euclidian,96%
209,0,10,Euclidian,96%
210,6,10,Euclidian,96%
211,0,10,Euclidian,96%
212,5,10,Euclidian,96%
213,8,10,Euclidian,96%
214,9,10,Euclidian,96%
215,8,10,Euclidian,96%
216,1,10,Euclidian,96%
217,7,10,Euclidian,96%
218,3,10,Euclidian,96%
219,1,10,Euclidian,96%
220,8,10,Euclidian,96%
221,2,10,Euclidian,96%
222,0,10,Euclidian,96%
223,8,10,Euclidian,96%
224,1,10,Euclidian,96%
225,1,10,Euclidian,96%
226,9,10,Euclidian,96%
227,4,10,Euclidian,96%
228,2,10,Euclidian,96%
229,3,10,Euclidian,96%
230,2,10,Euclidian,96%
231,5,10,Euclidian,96%
232,8,10,Euclidian,96%
233,9,10,Euclidian,96%
234,8,10,Euclidian,96%
235,0,10,Euclidian,96%
236,8,10,Euclidian,96%
237,7,10,Euclidian,96%
238,1,10,Euclidian,96%
239,2,10,Euclidian,96%
240,7,10,Euclidian,96%
241,2,10,Euclidian,96%
242,7,10,Euclidian,96%
243,1,10,Euclidian,96%
244,7,10,Euclidian,96%
245,3,10,Euclidian,96%
246,2,10,Euclidian,96%
247,3,10,Euclidian,96%
248,5,10,Euclidian,96%
249,5,10,Euclidian,96%
250,4,10,Euclidian,96%
251,0,10,Euclidian,96%
252,0,10,Euclidian,96%
253,1,10,Euclidian,96%
254,7,10,Euclidian,96%
255,3,10,Euclidian,96%
256,7,10,Euclidian,96%
257,4,10,Euclidian,96%
258,2,10,Euclidian,96%
259,6,10,Euclidian,96%
260,2,10,Euclidian,96%
261,8,10,Euclidian,96%
262,9,10,Euclidian,96%
263,9,10,Euclidian,96%
264,4,10,Euclidian,96%
265,8,10,Euclidian,96%
266,3,10,Euclidian,96%
267,9,10,Euclidian,96%
268,2,10,Euclidian,96%
269,5,10,Euclidian,96%
270,9,10,Euclidian,96%
271,5,10,Euclidian,96%
272,7,10,Euclidian,96%
273,1,10,Euclidian,96%
274,5,10,Euclidian,96%
275,1,10,Euclidian,96%
276,8,10,Euclidian,96%
277,8,10,Euclidian,96%
278,6,10,Euclidian,96%
279,8,10,Euclidian,96%
280,9,10,Euclidian,96%
281,3,10,Euclidian,96%
282,1,10,Euclidian,96%
283,6,10,Euclidian,96%
284,6,10,Euclidian,96%
285,8,10,Euclidian,96%
286,9,10,Euclidian,96%
287,7,10,Euclidian,96%
288,4,10,Euclidian,96%
289,4,10,Euclidian,96%
290,0,10,Euclidian,96%
291,4,10,Euclidian,96%
292,3,10,Euclidian,96%
293,7,10,Euclidian,96%
294,9,10,Euclidian,96%
295,2,10,Euclidian,96%
296,9,10,Euclidian,96%
297,4,10,Euclidian,96%
298,4,10,Euclidian,96%
299,4,10,Euclidian,96%
300,8,10,Euclidian,96%
301,1,10,Euclidian,96%
302,5,10,Euclidian,96%
303,5,10,Euclidian,96%
304,7,10,Euclidian,96%
305,8,10,Euclidian,96%
306,4,10,Euclidian,96%
307,5,10,Euclidian,96%
308,7,10,Euclidian,96%
309,1,10,Euclidian,96%
310,3,10,Euclidian,96%
311,3,10,Euclidian,96%
312,8,10,Euclidian,96%
313,0,10,Euclidian,96%
314,8,10,Euclidian,96%
315,6,10,Euclidian,96%
316,6,10,Euclidian,96%
317,7,10,Euclidian,96%
318,2,10,Euclidian,96%
319,3,10,Euclidian,96%
320,7,10,Euclidian,96%
321,5,10,Euclidian,96%
322,8,10,Euclidian,96%
323,3,10,Euclidian,96%
324,5,10,Euclidian,96%
325,6,10,Euclidian,96%
326,4,10,Euclidian,96%
327,3,10,Euclidian,96%
328,9,10,Euclidian,96%
329,6,10,Euclidian,96%
330,8,10,Euclidian,96%
331,4,10,Euclidian,96%
332,6,10,Euclidian,96%
333,4,10,Euclidian,96%
334,1,10,Euclidian,96%
335,4,10,Euclidian,96%
336,2,10,Euclidian,96%
337,3,10,Euclidian,96%
338,1,10,Euclidian,96%
339,9,10,Euclidian,96%
340,5,10,Euclidian,96%
341,9,10,Euclidian,96%
342,8,10,Euclidian,96%
343,2,10,Euclidian,96%
344,5,10,Euclidian,96%
345,1,10,Euclidian,96%
346,0,10,Euclidian,96%
347,7,10,Euclidian,96%
348,2,10,Euclidian,96%
349,4,10,Euclidian,96%
350,0,10,Euclidian,96%
351,7,10,Euclidian,96%
352,6,10,Euclidian,96%
353,8,10,Euclidian,96%
354,2,10,Euclidian,96%
355,8,10,Euclidian,96%
356,8,10,Euclidian,96%
357,1,10,Euclidian,96%
358,7,10,Euclidian,96%
359,9,10,Euclidian,96%
360,2,10,Euclidian,96%
361,6,10,Euclidian,96%
362,1,10,Euclidian,96%
363,4,10,Euclidian,96%
364,9,10,Euclidian,96%
365,2,10,Euclidian,96%
366,6,10,Euclidian,96%
367,5,10,Euclidian,96%
368,2,10,Euclidian,96%
369,4,10,Euclidian,96%
370,1,10,Euclidian,96%
371,4,10,Euclidian,96%
372,5,10,Euclidian,96%
373,1,10,Euclidian,96%
374,1,10,Euclidian,96%
375,3,10,Euclidian,96%
376,1,10,Euclidian,96%
377,6,10,Euclidian,96%
378,5,10,Euclidian,96%
379,4,10,Euclidian,96%
380,8,10,Euclidian,96%
381,9,10,Euclidian,96%
382,0,10,Euclidian,96%
383,6,10,Euclidian,96%
384,1,10,Euclidian,96%
385,0,10,Euclidian,96%
386,5,10,Euclidian,96%
387,4,10,Euclidian,96%
388,5,10,Euclidian,96%
389,0,10,Euclidian,96%
390,6,10,Euclidian,96%
391,4,10,Euclidian,96%
392,6,10,Euclidian,96%
393,2,10,Euclidian,96%
394,8,10,Euclidian,96%
395,7,10,Euclidian,96%
396,3,10,Euclidian,96%
397,1,10,Euclidian,96%
398,1,10,Euclidian,96%
399,5,10,Euclidian,96%
400,9,10,Euclidian,96%
401,7,10,Euclidian,96%
402,2,10,Euclidian,96%
403,6,10,Euclidian,96%
404,0,10,Euclidian,96%
405,1,10,Euclidian,96%
406,4,10,Euclidian,96%
407,3,10,Euclidian,96%
408,7,10,Euclidian,96%
409,2,10,Euclidian,96%
410,2,10,Euclidian,96%
411,7,10,Euclidian,96%
412,3,10,Euclidian,96%
413,2,10,Euclidian,96%
414,9,10,Euclidian,96%
415,7,10,Euclidian,96%
416,4,10,Euclidian,96%
417,7,10,Euclidian,96%
418,4,10,Euclidian,96%
419,3,10,Euclidian,96%
420,8,10,Euclidian,96%
421,2,10,Euclidian,96%
422,8,10,Euclidian,96%
423,2,10,Euclidian,96%
424,6,10,Euclidian,96%
425,8,10,Euclidian,96%
426,0,10,Euclidian,96%
427,9,10,Euclidian,96%
428,2,10,Euclidian,96%
429,0,10,Euclidian,96%
430,8,10,Euclidian,96%
431,5,10,Euclidian,96%
432,7,10,Euclidian,96%
433,3,10,Euclidian,96%
434,7,10,Euclidian,96%
435,2,10,Euclidian,96%
436,6,10,Euclidian,96%
437,2,10,Euclidian,96%
438,5,10,Euclidian,96%
439,8,10,Euclidian,96%
440,3,10,Euclidian,96%
441,2,10,Euclidian,96%
442,8,10,Euclidian,96%
443,0,10,Euclidian,96%
444,1,10,Euclidian,96%
445,8,10,Euclidian,96%
446,9,10,Euclidian,96%
447,8,10,Euclidian,96%
448,5,10,Euclidian,96%
449,7,10,Euclidian,96%
450,6,10,Euclidian,96%
451,0,10,Euclidian,96%
452,6,10,Euclidian,96%
453,7,10,Euclidian,96%
454,4,10,Euclidian,96%
455,0,10,Euclidian,96%
456,2,10,Euclidian,96%
457,4,10,Euclidian,96%
458,6,10,Euclidian,96%
459,8,10,Euclidian,96%
460,5,10,Euclidian,96%
461,6,10,Euclidian,96%
462,9,10,Euclidian,96%
463,1,10,Euclidian,96%
464,3,10,Euclidian,96%
465,0,10,Euclidian,96%
466,8,10,Euclidian,96%
467,0,10,Euclidian,96%
468,2,10,Euclidian,96%
469,5,10,Euclidian,96%
470,4,10,Euclidian,96%
471,9,10,Euclidian,96%
472,9,10,Euclidian,96%
473,4,10,Euclidian,96%
474,5,10,Euclidian,96%
475,7,10,Euclidian,96%
476,4,10,Euclidian,96%
477,6,10,Euclidian,96%
478,1,10,Euclidian,96%
479,6,10,Euclidian,96%
480,4,10,Euclidian,96%
481,0,10,Euclidian,96%
482,2,10,Euclidian,96%
483,7,10,Euclidian,96%
484,1,10,Euclidian,96%
485,4,10,Euclidian,96%
486,3,10,Euclidian,96%
487,9,10,Euclidian,96%
488,4,10,Euclidian,96%
489,3,10,Euclidian,96%
490,7,10,Euclidian,96%
491,1,10,Euclidian,96%
492,7,10,Euclidian,96%
493,9,10,Euclidian,96%
494,5,10,Euclidian,96%
495,4,10,Euclidian,96%
496,8,10,Euclidian,96%
497,1,10,Euclidian,96%
498,9,10,Euclidian,96%
499,4,10,Euclidian,96%
500,9,10,Euclidian,96%
501,1,10,Euclidian,96%
502,5,10,Euclidian,96%
503,5,10,Euclidian,96%
504,0,10,Euclidian,96%
505,7,10,Euclidian,96%
506,2,10,Euclidian,96%
507,0,10,Euclidian,96%
508,4,10,Euclidian,96%
509,0,10,Euclidian,96%
510,8,10,Euclidian,96%
511,2,10,Euclidian,96%
512,6,10,Euclidian,96%
513,6,10,Euclidian,96%
514,3,10,Euclidian,96%
515,8,10,Euclidian,96%
516,4,10,Euclidian,96%
517,3,10,Euclidian,96%
518,0,10,Euclidian,96%
519,9,10,Euclidian,96%
520,6,10,Euclidian,96%
521,3,10,Euclidian,96%
522,6,10,Euclidian,96%
523,1,10,Euclidian,96%
524,7,10,Euclidian,96%
525,7,10,Euclidian,96%
526,9,10,Euclidian,96%
527,9,10,Euclidian,96%
528,2,10,Euclidian,96%
529,4,10,Euclidian,96%
530,4,10,Euclidian,96%
531,1,10,Euclidian,96%
532,0,10,Euclidian,96%
533,7,10,Euclidian,96%
534,7,10,Euclidian,96%
535,8,10,Euclidian,96%
536,8,10,Euclidian,96%
537,5,10,Euclidian,96%
538,2,10,Euclidian,96%
539,0,10,Euclidian,96%
540,3,10,Euclidian,96%
541,2,10,Euclidian,96%
542,6,10,Euclidian,96%
543,5,10,Euclidian,96%
544,5,10,Euclidian,96%
545,2,10,Euclidian,96%
546,9,10,Euclidian,96%
547,9,10,Euclidian,96%
548,1,10,Euclidian,96%
549,4,10,Euclidian,96%
550,7,10,Euclidian,96%
551,2,10,Euclidian,96%
552,8,10,Euclidian,96%
553,1,10,Euclidian,96%
554,0,10,Euclidian,96%
555,9,10,Euclidian,96%
556,0,10,Euclidian,96%
557,8,10,Euclidian,96%
558,1,10,Euclidian,96%
559,7,10,Euclidian,96%
560,4,10,Euclidian,96%
561,9,10,Euclidian,96%
562,3,10,Euclidian,96%
563,0,10,Euclidian,96%
564,0,10,Euclidian,96%
565,3,10,Euclidian,96%
566,5,10,Euclidian,96%
567,9,10,Euclidian,96%
568,4,10,Euclidian,96%
569,3,10,Euclidian,96%
570,8,10,Euclidian,96%
571,5,10,Euclidian,96%
572,1,10,Euclidian,96%
573,3,10,Euclidian,96%
574,8,10,Euclidian,96%
575,7,10,Euclidian,96%
576,7,10,Euclidian,96%
577,3,10,Euclidian,96%
578,2,10,Euclidian,96%
579,6,10,Euclidian,96%
580,6,10,Euclidian,96%
581,7,10,Euclidian,96%
582,4,10,Euclidian,96%
583,2,10,Euclidian,96%
584,9,10,Euclidian,96%
585,5,10,Euclidian,96%
586,9,10,Euclidian,96%
587,8,10,Euclidian,96%
588,1,10,Euclidian,96%
589,7,10,Euclidian,96%
590,1,10,Euclidian,96%
591,5,10,Euclidian,96%
592,3,10,Euclidian,96%
593,8,10,Euclidian,96%
594,7,10,Euclidian,96%
595,5,10,Euclidian,96%
596,1,10,Euclidian,96%
597,0,10,Euclidian,96%
598,7,10,Euclidian,96%
599,4,10,Euclidian,96%
600,3,10,Euclidian,96%
601,5,10,Euclidian,96%
602,8,10,Euclidian,96%
603,1,10,Euclidian,96%
604,1,10,Euclidian,96%
605,0,10,Euclidian,96%
606,4,10,Euclidian,96%
607,6,10,Euclidian,96%
608,8,10,Euclidian,96%
609,3,10,Euclidian,96%
610,8,10,Euclidian,96%
611,0,10,Euclidian,96%
612,6,10,Euclidian,96%
613,2,10,Euclidian,96%
614,2,10,Euclidian,96%
615,8,10,Euclidian,96%
616,9,10,Euclidian,96%
617,2,10,Euclidian,96%
618,3,10,Euclidian,96%
619,3,10,Euclidian,96%
620,1,10,Euclidian,96%
621,2,10,Euclidian,96%
622,1,10,Euclidian,96%
623,2,10,Euclidian,96%
624,2,10,Euclidian,96%
625,7,10,Euclidian,96%
626,8,10,Euclidian,96%
627,2,10,Euclidian,96%
628,7,10,Euclidian,96%
629,3,10,Euclidian,96%
630,0,10,Euclidian,96%
631,0,10,Euclidian,96%
632,9,10,Euclidian,96%
633,3,10,Euclidian,96%
634,9,10,Euclidian,96%
635,1,10,Euclidian,96%
636,7,10,Euclidian,96%
637,6,10,Euclidian,96%
638,6,10,Euclidian,96%
639,6,10,Euclidian,96%
640,8,10,Euclidian,96%
641,7,10,Euclidian,96%
642,8,10,Euclidian,96%
643,5,10,Euclidian,96%
644,2,10,Euclidian,96%
645,0,10,Euclidian,96%
646,9,10,Euclidian,96%
647,2,10,Euclidian,96%
648,2,10,Euclidian,96%
649,9,10,Euclidian,96%
650,8,10,Euclidian,96%
651,3,10,Euclidian,96%
652,1,10,Euclidian,96%
653,1,10,Euclidian,96%
654,2,10,Euclidian,96%
655,6,10,Euclidian,96%
656,3,10,Euclidian,96%
657,1,10,Euclidian,96%
658,8,10,Euclidian,96%
659,3,10,Euclidian,96%
660,2,10,Euclidian,96%
661,9,10,Euclidian,96%
662,7,10,Euclidian,96%
663,9,10,Euclidian,96%
664,7,10,Euclidian,96%
665,9,10,Euclidian,96%
666,0,10,Euclidian,96%
667,0,10,Euclidian,96%
668,5,10,Euclidian,96%
669,3,10,Euclidian,96%
670,9,10,Euclidian,96%
671,4,10,Euclidian,96%
672,8,10,Euclidian,96%
673,3,10,Euclidian,96%
674,6,10,Euclidian,96%
675,2,10,Euclidian,96%
676,3,10,Euclidian,96%
677,9,10,Euclidian,96%
678,9,10,Euclidian,96%
679,5,10,Euclidian,96%
680,7,10,Euclidian,96%
681,1,10,Euclidian,96%
682,2,10,Euclidian,96%
683,5,10,Euclidian,96%
684,7,10,Euclidian,96%
685,7,10,Euclidian,96%
686,6,10,Euclidian,96%
687,1,10,Euclidian,96%
688,1,10,Euclidian,96%
689,6,10,Euclidian,96%
690,1,10,Euclidian,96%
691,3,10,Euclidian,96%
692,1,10,Euclidian,96%
693,7,10,Euclidian,96%
694,3,10,Euclidian,96%
695,6,10,Euclidian,96%
696,7,10,Euclidian,96%
697,6,10,Euclidian,96%
698,8,10,Euclidian,96%
699,6,10,Euclidian,96%
700,5,10,Euclidian,96%
701,8,10,Euclidian,96%
702,2,10,Euclidian,96%
703,0,10,Euclidian,96%
704,4,10,Euclidian,96%
705,0,10,Euclidian,96%
706,2,10,Euclidian,96%
707,6,10,Euclidian,96%
708,9,10,Euclidian,96%
709,6,10,Euclidian,96%
710,6,10,Euclidian,96%
711,2,10,Euclidian,96%
712,0,10,Euclidian,96%
713,7,10,Euclidian,96%
714,0,10,Euclidian,96%
715,3,10,Euclidian,96%
716,3,10,Euclidian,96%
717,7,10,Euclidian,96%
718,3,10,Euclidian,96%
719,7,10,Euclidian,96%
720,3,10,Euclidian,96%
721,3,10,Euclidian,96%
722,1,10,Euclidian,96%
723,4,10,Euclidian,96%
724,0,10,Euclidian,96%
725,3,10,Euclidian,96%
726,5,10,Euclidian,96%
727,6,10,Euclidian,96%
728,1,10,Euclidian,96%
729,3,10,Euclidian,96%
730,0,10,Euclidian,96%
731,0,10,Euclidian,96%
732,0,10,Euclidian,96%
733,6,10,Euclidian,96%
734,0,10,Euclidian,96%
735,0,10,Euclidian,96%
736,4,10,Euclidian,96%
737,0,10,Euclidian,96%
738,7,10,Euclidian,96%
739,8,10,Euclidian,96%
740,6,10,Euclidian,96%
741,7,10,Euclidian,96%
742,6,10,Euclidian,96%
743,4,10,Euclidian,96%
744,6,10,Euclidian,96%
745,2,10,Euclidian,96%
746,4,10,Euclidian,96%
747,1,10,Euclidian,96%
748,1,10,Euclidian,96%
749,2,10,Euclidian,96%
750,3,10,Euclidian,96%
751,0,10,Euclidian,96%
752,0,10,Euclidian,96%
753,1,10,Euclidian,96%
754,7,10,Euclidian,96%
755,2,10,Euclidian,96%
756,0,10,Euclidian,96%
757,9,10,Euclidian,96%
758,3,10,Euclidian,96%
759,5,10,Euclidian,96%
760,8,10,Euclidian,96%
761,8,10,Euclidian,96%
762,7,10,Euclidian,96%
763,8,10,Euclidian,96%
764,7,10,Euclidian,96%
765,1,10,Euclidian,96%
766,8,10,Euclidian,96%
767,9,10,Euclidian,96%
768,2,10,Euclidian,96%
769,6,10,Euclidian,96%
770,8,10,Euclidian,96%
771,7,10,Euclidian,96%
772,8,10,Euclidian,96%
773,6,10,Euclidian,96%
774,9,10,Euclidian,96%
775,0,10,Euclidian,96%
776,1,10,Euclidian,96%
777,6,10,Euclidian,96%
778,1,10,Euclidian,96%
779,3,10,Euclidian,96%
780,3,10,Euclidian,96%
781,0,10,Euclidian,96%
782,4,10,Euclidian,96%
783,4,10,Euclidian,96%
784,5,10,Euclidian,96%
785,1,10,Euclidian,96%
786,9,10,Euclidian,96%
787,6,10,Euclidian,96%
788,4,10,Euclidian,96%
789,9,10,Euclidian,96%
790,9,10,Euclidian,96%
791,7,10,Euclidian,96%
792,2,10,Euclidian,96%
793,4,10,Euclidian,96%
794,1,10,Euclidian,96%
795,6,10,Euclidian,96%
796,9,10,Euclidian,96%
797,8,10,Euclidian,96%
798,0,10,Euclidian,96%
799,2,10,Euclidian,96%
800,0,10,Euclidian,96%
801,5,10,Euclidian,96%
802,0,10,Euclidian,96%
803,9,10,Euclidian,96%
804,1,10,Euclidian,96%
805,0,10,Euclidian,96%
806,0,10,Euclidian,96%
807,3,10,Euclidian,96%
808,7,10,Euclidian,96%
809,4,10,Euclidian,96%
810,9,10,Euclidian,96%
811,7,10,Euclidian,96%
812,0,10,Euclidian,96%
813,1,10,Euclidian,96%
814,6,10,Euclidian,96%
815,7,10,Euclidian,96%
816,9,10,Euclidian,96%
817,5,10,Euclidian,96%
818,8,10,Euclidian,96%
819,7,10,Euclidian,96%
820,0,10,Euclidian,96%
821,7,10,Euclidian,96%
822,2,10,Euclidian,96%
823,0,10,Euclidian,96%
824,2,10,Euclidian,96%
825,7,10,Euclidian,96%
826,5,10,Euclidian,96%
827,2,10,Euclidian,96%
828,3,10,Euclidian,96%
829,7,10,Euclidian,96%
830,2,10,Euclidian,96%
831,5,10,Euclidian,96%
832,9,10,Euclidian,96%
833,2,10,Euclidian,96%
834,1,10,Euclidian,96%
835,9,10,Euclidian,96%
836,6,10,Euclidian,96%
837,6,10,Euclidian,96%
838,1,10,Euclidian,96%
839,6,10,Euclidian,96%
840,8,10,Euclidian,96%
841,1,10,Euclidian,96%
842,9,10,Euclidian,96%
843,2,10,Euclidian,96%
844,1,10,Euclidian,96%
845,7,10,Euclidian,96%
846,2,10,Euclidian,96%
847,1,10,Euclidian,96%
848,1,10,Euclidian,96%
849,5,10,Euclidian,96%
850,3,10,Euclidian,96%
851,5,10,Euclidian,96%
852,7,10,Euclidian,96%
853,6,10,Euclidian,96%
854,1,10,Euclidian,96%
855,1,10,Euclidian,96%
856,0,10,Euclidian,96%
857,9,10,Euclidian,96%
858,3,10,Euclidian,96%
859,5,10,Euclidian,96%
860,1,10,Euclidian,96%
861,5,10,Euclidian,96%
862,9,10,Euclidian,96%
863,8,10,Euclidian,96%
864,5,10,Euclidian,96%
865,3,10,Euclidian,96%
866,8,10,Euclidian,96%
867,7,10,Euclidian,96%
868,9,10,Euclidian,96%
869,1,10,Euclidian,96%
870,1,10,Euclidian,96%
871,5,10,Euclidian,96%
872,7,10,Euclidian,96%
873,4,10,Euclidian,96%
874,4,10,Euclidian,96%
875,2,10,Euclidian,96%
876,5,10,Euclidian,96%
877,6,10,Euclidian,96%
878,9,10,Euclidian,96%
879,9,10,Euclidian,96%
880,0,10,Euclidian,96%
881,2,10,Euclidian,96%
882,8,10,Euclidian,96%
883,6,10,Euclidian,96%
884,7,10,Euclidian,96%
885,4,10,Euclidian,96%
886,7,10,Euclidian,96%
887,3,10,Euclidian,96%
888,6,10,Euclidian,96%
889,3,10,Euclidian,96%
890,8,10,Euclidian,96%
891,9,10,Euclidian,96%
892,9,10,Euclidian,96%
893,8,10,Euclidian,96%
894,7,10,Euclidian,96%
895,1,10,Euclidian,96%
896,3,10,Euclidian,96%
897,5,10,Euclidian,96%
898,1,10,Euclidian,96%
899,4,10,Euclidian,96%
900,3,10,Euclidian,96%
901,4,10,Euclidian,96%
902,4,10,Euclidian,96%
903,3,10,Euclidian,96%
904,9,10,Euclidian,96%
905,9,10,Euclidian,96%
906,1,10,Euclidian,96%
907,5,10,Euclidian,96%
908,4,10,Euclidian,96%
909,6,10,Euclidian,96%
910,1,10,Euclidian,96%
911,8,10,Euclidian,96%
912,7,10,Euclidian,96%
913,1,10,Euclidian,96%
914,2,10,Euclidian,96%
915,8,10,Euclidian,96%
916,1,10,Euclidian,96%
917,6,10,Euclidian,96%
918,9,10,Euclidian,96%
919,2,10,Euclidian,96%
920,7,10,Euclidian,96%
921,3,10,Euclidian,96%
922,7,10,Euclidian,96%
923,9,10,Euclidian,96%
924,8,10,Euclidian,96%
925,0,10,Euclidian,96%
926,1,10,Euclidian,96%
927,8,10,Euclidian,96%
928,7,10,Euclidian,96%
929,3,10,Euclidian,96%
930,5,10,Euclidian,96%
